# This file is UTF-8 encoded. Avoid using of BOM!
# WORD	TF	IDF	ATTR
雙軌制	12.09	12.34	n
不可開交	12.08	12.66	a
演奏廳	11.97	12.57	n
維爾電	11.78	12.95	n
啟迪	12.71	10.43	u
煩煩	12.91	9.94	v
衣衫襤褸	10.81	14.83	a
鄰村	12.34	11.29	n
雙效	11.41	13.16	n
石靜怡	12.04	12.45	n
小褲褲	13.21	9.85	n
無照	13.21	9.18	a
中間	13.69	12.55	n
盧曉晴	11.98	12.57	n
絉	0.70	0.00	@
阿萱	11.86	12.29	n
正行	12.04	11.91	n
甈	0.74	0.00	@
巴拉克	11.76	12.98	n
席間	11.60	12.80	n
葺	0.87	0.00	@
蘇花公路	12.18	12.46	n
貹	0.79	0.00	@
浉	0.79	0.00	@
留不住	13.40	9.36	u
攈	0.72	0.00	@
武松	12.12	11.75	n
鑺	0.79	0.00	@
鲹	0.73	0.00	@
茅利塔尼亞	12.46	12.10	n
拜讀	12.55	10.80	u
唈	0.70	0.00	@
嵉	0.72	0.00	@
維修	13.79	7.58	u
鉛筆盒	11.89	12.73	n
演繹	13.45	8.54	u
班恩	10.29	15.00	n
呪	0.84	0.00	@
作飯	12.83	10.14	v
游戲	11.87	12.28	n
美國隊	13.31	9.59	n
摪	0.77	0.00	@
瑪	1.13	0.00	u
開平	12.49	10.95	n
粩	0.74	0.00	@
拍攝出	13.28	9.66	u
乾澀	12.31	11.36	a
鵉	0.69	0.00	@
邱嫌	11.79	12.44	n
嘉蘭村	12.49	11.50	n
推廣股	13.03	16.44	n
化學家	13.25	9.74	n
蔈	0.70	0.00	@
赉	0.95	0.00	@
遠道	12.19	11.62	d
母馬	13.00	9.73	n
放聲	12.51	10.89	d
論談	13.13	9.39	n
費城	12.43	11.08	n
魚體	11.26	13.42	n
冠軍相	13.00	10.36	n
多麼	13.48	8.45	d
六千多	12.06	12.40	n
槍械	12.18	11.63	n
關台	10.56	14.60	n
涼水	12.47	10.99	n
後後	11.26	13.42	f
放長	13.21	9.17	u
吽吽	11.35	13.27	n
查驗	12.67	10.52	v
蔓延開來	12.56	11.68	a
貴人	12.60	10.70	n
黃水波	12.03	12.45	n
組團	12.91	9.95	v
喜劇類	12.20	12.13	n
嬌媚	12.37	11.22	a
降級區	12.09	12.35	n
く	1.11	0.00	#
辯證	12.68	10.49	v
黃聖依	12.05	12.43	n
手煞車	11.62	13.23	n
堎	0.83	0.00	@
計畫室	11.31	13.79	n
配對	12.77	10.28	v
往下墜	11.57	13.33	v
史卓	10.63	14.48	n
地下簽賭	11.54	13.65	n
葪	0.68	0.00	@
販	1.07	0.00	u
鋼片	12.76	10.31	n
行過	13.24	9.09	v
孟婆	11.25	13.45	n
砎	0.72	0.00	@
鑪	1.20	0.00	@
馬德琳	11.35	13.72	n
美容科	13.09	10.14	n
蔡啟煌	12.05	12.43	n
季芹	11.41	13.16	n
灏	1.00	0.00	@
人龍	13.21	9.19	n
王焜弘	12.03	12.47	n
窩揪	11.38	13.21	n
造型師	13.06	10.20	n
栎	0.95	0.00	@
桃園人	12.84	10.72	n
恏	0.99	0.00	@
起筆	11.97	12.08	n
頎	0.92	0.00	@
經理人	13.21	9.85	n
蟻窩	11.23	13.48	n
九十年代	12.85	11.05	n
懊惱	12.46	11.01	a
收購	13.58	8.16	u
三區	13.29	14.37	n
喉頭	12.02	11.97	n
聏	0.71	0.00	@
蠎	0.71	0.00	@
吸引到	13.42	9.31	v
立筠	11.44	13.09	n
鋼構	12.27	11.43	n
甘拜下風	12.07	12.67	v
應召	11.51	12.97	v
敘	1.10	0.00	u
紙	1.22	0.00	n
銷售員	13.29	9.63	n
長推	13.10	9.47	u
求來	13.17	9.29	u
畘	0.68	0.00	@
大盤商	12.90	10.60	n
樹德科	13.14	10.00	n
辛黛瑞拉	11.69	13.38	n
下結論	13.18	9.91	v
丹尼斯號	12.32	12.18	n
普羅迪	11.73	13.03	n
連車帶人	13.44	9.64	d
零五	11.70	12.61	n
風韻	12.65	10.57	n
會計課	12.83	10.76	n
啘	0.73	0.00	@
崙	1.09	0.00	u
戶戶	13.26	9.05	n
乾電池	12.39	11.74	n
內疚	12.61	10.66	a
一九三七年	11.56	13.80	n
擠兌	11.77	12.47	u
阿斯頓	13.06	16.33	n
像似	13.00	9.73	v
勇闖	11.79	12.42	u
疺	0.71	0.00	@
蕘	0.81	0.00	@
起訴	13.19	9.24	u
贙	0.70	0.00	@
絹	1.04	0.00	n
練團	12.64	10.60	n
寄嬰筒	11.21	13.96	n
為公	13.23	9.12	a
京滬	12.96	9.82	n
傳教士	12.40	11.70	n
糢糊	11.65	12.70	a
鴙	0.73	0.00	@
镘	0.83	0.00	@
窗戶	13.06	9.57	n
摩蘇爾	12.69	11.07	n
斺	0.75	0.00	@
浹	0.87	0.00	@
享譽	12.37	11.21	v
嵹	0.79	0.00	@
歡歡喜喜	12.09	12.63	a
標購	13.08	9.53	u
千山萬水	13.24	10.13	n
喺	0.96	0.00	@
抱起	12.94	9.86	u
聖城旅	12.44	11.62	n
邦主	12.77	10.29	n
大舉	12.70	10.44	d
恰到好處	12.34	12.13	a
兜兜風	11.66	13.17	v
尋思	12.24	11.50	v
汽門	12.56	10.79	n
德國人	13.42	9.29	n
國中	12.74	10.35	n
攜帶型	12.84	10.73	n
認錯	12.62	10.65	v
陳文魁	12.04	12.44	n
閺	0.78	0.00	@
鵹	0.71	0.00	@
逼出	12.97	9.80	u
演員湯	12.31	11.89	n
百分之三點六	13.63	9.61	m
學程	13.05	9.59	n
洉	0.77	0.00	@
赹	0.68	0.00	@
送返	12.78	10.25	v
薺	0.91	0.00	@
紉	0.89	0.00	@
顏陳英	12.07	12.38	n
畈	0.94	0.00	@
聽障生	12.04	12.44	n
鄺麗貞	11.38	13.67	n
陳宛宜	12.06	12.41	n
領略到	12.46	11.57	v
詩人	13.20	9.22	n
郵箱	14.19	6.32	n
博客圈	13.38	9.40	n
無動於衷	12.90	10.93	a
光線	13.14	9.36	n
崉	0.69	0.00	@
桃園市	12.93	10.52	n
袁惟仁	11.12	14.11	n
紙門	12.92	9.92	n
時刻表	12.79	10.84	n
優悅會	12.10	12.33	n
兩萬七千	11.63	13.49	n
啈	0.71	0.00	@
二十九億	11.81	13.16	n
閒話	12.80	10.22	n
凶殺	13.19	9.23	a
好好笑	13.11	10.09	a
望海巷	10.87	14.51	n
轟天雷	12.05	12.43	n
疪	0.76	0.00	@
絩	0.70	0.00	@
贉	0.70	0.00	@
郭日曉	12.02	12.49	n
癌細胞	13.04	10.26	n
米茲號	10.86	14.52	n
北水局	13.12	16.09	n
宮崎葵	11.31	13.79	n
加醋	12.36	11.24	n
斪	0.71	0.00	@
镈	0.75	0.00	@
鴉	1.04	0.00	n
矚目	13.11	9.44	v
嘉義站	12.53	11.43	n
外配	13.08	9.51	n
馮問	11.71	12.58	n
號令	12.65	10.57	n
唐納	11.31	13.33	n
喪	1.10	0.00	v
收回去	12.56	11.36	u
陳傳霆	12.05	12.43	n
修訂版	12.90	10.60	n
死路一條	12.03	12.76	n
調整器	13.28	9.67	n
鳴人	12.97	9.79	n
疑涉	11.68	12.64	n
經發	11.43	13.12	n
綿長	12.12	11.76	a
超正	13.14	14.97	n
信義路	12.50	11.49	n
楊宗煒	11.42	13.59	n
釋出	12.75	10.33	u
閪	0.79	0.00	@
鵩	0.75	0.00	@
傳銷	12.88	10.02	u
王義	11.19	13.55	n
講義	13.01	9.70	n
赩	0.72	0.00	@
身價	13.03	9.64	n
結紮	12.24	11.49	v
壁畫	12.72	10.41	n
家計	12.34	11.29	n
三十七年	12.17	12.49	n
公車站	11.74	13.02	n
待在	13.15	9.33	v
誤解為	12.79	10.86	v
鄭金春	12.04	12.45	n
若雪	12.86	10.06	n
塎	0.70	0.00	@
倏	0.95	0.00	u
白活	11.23	13.49	v
蛋捲	12.41	11.13	n
財務	13.80	7.52	n
閃閃	12.81	10.20	a
怏	0.85	0.00	@
桎	0.86	0.00	@
佛達斯柯	12.18	12.46	n
瀏	1.02	0.00	@
輕取	12.15	11.70	u
硎	0.88	0.00	@
大排長龍	12.08	12.65	a
狠下	12.82	10.16	u
耏	0.72	0.00	@
飲料瓶	11.98	12.55	n
衎	0.78	0.00	@
百分之十六點六	13.12	10.98	m
十九萬	11.41	13.61	n
復興北路	12.55	11.71	n
六百七十億	12.29	12.44	n
肌腺症	11.93	12.67	n
顎	0.96	0.00	@
發射	13.30	8.95	u
等號	13.32	8.89	n
經年	11.40	13.17	d
獻金	12.85	10.10	v
巙	0.73	0.00	@
海員	12.09	11.82	n
罵翻天	11.54	13.38	u
選派	12.60	10.69	v
陳振聰	10.51	15.05	n
艾達克	11.99	12.55	n
礦物質	12.89	10.61	n
站區	13.28	14.39	n
杜莎	11.23	13.48	n
東電	11.13	13.65	n
丹麥人	12.94	10.49	n
五點五	13.50	9.09	n
緙	0.82	0.00	@
薛松乾	12.05	12.42	n
藍依	10.30	14.98	n
貝斯	11.62	12.77	n
繆宇綸	11.97	12.58	n
疘	0.70	0.00	@
公頃	12.51	10.91	q
淙	0.90	0.00	@
賤人	12.60	10.70	n
斘	0.69	0.00	@
自殺案	12.66	11.15	n
鷙	0.87	0.00	@
	0.65	0.00	@
閘	1.11	0.00	n
跙	0.70	0.00	@
麴酸	10.95	13.96	n
薘	0.70	0.00	@
舞衣	12.85	10.10	n
帶殼	12.83	10.14	n
貪財	12.02	11.97	a
洹	0.92	0.00	@
妮可	12.80	10.22	n
痺	0.98	0.00	@
紹	1.11	0.00	u
與世長辭	11.96	12.88	a
多阿	13.25	14.53	n
擋下	12.90	9.97	u
鄭永金	10.61	14.90	n
重圍	12.35	11.25	n
亞非	13.12	15.05	n
市地	13.25	9.06	n
神祇	11.43	13.12	n
蓋特林	11.90	12.72	n
調控	13.46	8.49	u
文獻館	11.25	13.88	n
嗺	0.72	0.00	@
崹	0.75	0.00	@
巧虎	11.91	12.19	n
莎麗	12.77	10.28	n
領會	12.95	9.85	v
老狗	13.07	9.54	n
連戰	11.85	12.30	n
郵局	13.57	13.13	n
獅子山	12.64	11.18	n
莫菲	10.99	13.90	n
養豬協會	12.13	12.57	n
藺	0.98	0.00	@
碗豆	11.75	12.50	n
納利	13.06	15.32	n
環島行	11.88	12.75	n
據信	13.02	9.66	d
法拉利	12.63	11.21	n
牛郎店	10.56	14.97	n
格拉斯哥	12.44	11.94	n
牆角	12.67	10.53	n
胡曉菁	12.03	12.46	n
鴹	0.77	0.00	@
特玩	13.05	9.61	n
喈	0.86	0.00	@
巉	0.83	0.00	@
南灣	12.90	9.96	n
網子	13.19	9.23	n
誓約	11.89	12.24	n
水深火熱	12.46	11.89	a
緉	0.74	0.00	@
點子	13.04	9.62	n
疈	0.69	0.00	@
團康	12.87	10.05	n
淉	0.82	0.00	@
斈	0.70	0.00	@
閈	0.73	0.00	@
鷉	0.81	0.00	@
國產車	11.94	12.63	n
薈	1.01	0.00	@
跉	0.69	0.00	@
高屏溪水	11.53	13.67	n
併吞	11.40	13.17	u
提上	13.22	9.15	u
米納	10.30	14.98	n
洩	1.13	0.00	u
工資	13.70	7.84	n
旪	0.69	0.00	@
漢江	12.39	11.18	n
紩	0.74	0.00	@
陳梅岡	12.02	12.48	n
痪	0.85	0.00	x
埋頭苦幹	12.23	12.37	v
古靈	11.52	12.96	n
導致	14.00	6.93	v
環環相扣	12.58	11.64	a
軍工	12.73	10.39	n
戒宅	11.71	12.59	n
國高中	11.55	13.36	n
圓圓	13.21	9.18	a
嗪	0.98	0.00	@
竹編	11.72	12.57	n
軟碟機	12.20	12.12	n
技術團	13.35	9.49	n
無妨	12.43	11.07	a
壁壘	12.80	10.23	n
桃園	13.20	14.74	n
藪	0.91	0.00	@
用友	13.25	9.08	n
鴩	0.69	0.00	@
編組	12.02	11.96	v
巴布亞紐	12.31	12.20	n
拼裝	12.72	10.40	u
無底	13.07	9.55	a
少俠	12.74	10.37	n
鏏	0.70	0.00	@
長鼻猴	11.64	13.21	n
鮎	0.83	0.00	@
紙巾	12.65	10.57	n
艾辛格	10.56	14.97	n
李涵	10.54	14.63	n
桂嫂	11.51	12.97	n
菏	0.92	0.00	j
讎	0.90	0.00	@
動刀	12.89	9.98	n
慶典	13.32	8.88	n
黑龍江	14.07	11.99	n
院際	12.91	9.96	n
箎	0.72	0.00	@
珏	1.00	0.00	@
日版	13.28	9.00	n
上顎	11.37	13.23	n
殺光	13.00	9.73	u
流體	12.83	10.15	n
殎	0.70	0.00	@
接二連三	12.76	11.25	d
屈中	11.02	13.84	n
靈堂	11.94	12.14	n
捐棄	10.89	14.07	u
叏	0.80	0.00	@
宎	0.74	0.00	@
吳俊哲	12.02	12.48	n
莫明	11.42	13.14	n
鋼繩	11.68	12.64	n
盈利性	13.00	10.36	n
草藤夜	11.89	12.74	n
東問西	11.34	13.74	n
演講比賽	12.83	11.10	n
返日	13.03	9.64	n
坪頂	11.88	12.26	n
拉線	13.12	9.41	n
當權	12.13	11.73	a
奪	1.19	0.00	u
帳冊	12.74	10.37	n
冩	0.89	0.00	@
桿狀	12.50	10.93	n
解暑	11.41	13.15	a
黃石	12.84	10.13	n
楪	0.74	0.00	@
應考	12.36	11.24	v
旅遊館	13.31	15.34	n
憩	0.96	0.00	@
測速	12.93	9.90	n
祪	0.70	0.00	@
製鞋	12.85	10.09	v
走過來	13.27	9.69	v
熩	0.69	0.00	@
孟哲	11.07	13.77	n
氣界	12.82	10.18	n
膩	1.15	0.00	a
襪	1.12	0.00	n
還好	13.44	8.55	d
宣教士	11.25	13.89	n
穆魯格森	11.91	12.98	n
丹爾斯	13.06	16.35	n
百特	13.13	15.03	n
醩	0.79	0.00	@
饪	0.84	0.00	@
龜毛	11.95	12.11	n
維利	13.08	15.23	n
范德維德	13.02	17.05	n
五億	11.59	12.82	n
全代會	11.10	14.14	n
慘狀	12.07	11.86	n
老菸槍	12.11	12.30	n
醫囑	12.32	11.32	n
叛國罪	11.38	13.67	n
瓜地馬拉市	12.12	12.77	n
金惠子	11.94	12.63	n
鮮師	12.65	10.58	n
麥凱輪	11.87	12.78	n
崢嶸	11.59	12.83	a
沙隊	11.64	12.73	n
墨西哥籍	11.63	13.49	n
法蘭科納	13.02	17.05	n
范甘迪	11.61	13.27	n
萬獸之王	13.06	10.57	n
一百一十五億	12.35	12.48	n
笑彎	12.10	11.80	u
路檢	10.85	14.14	v
飛鵬	12.80	10.22	n
學號	13.25	9.08	n
無主屍	10.32	15.32	n
後果	13.65	7.97	n
越南裔	10.25	15.42	n
都發局	10.94	14.40	n
希臘	13.26	14.47	n
幻魔	11.69	12.62	n
史上	13.58	13.05	n
某某某	12.11	12.31	n
陳婉真	11.91	12.69	n
吉股	11.78	12.45	n
生兒育女	12.89	10.95	v
觀照	11.96	12.08	u
配發	13.08	9.52	v
畢勒普斯	11.94	12.93	n
橫樑	12.58	10.75	n
三元宮	10.88	14.49	n
無可厚非	12.88	10.98	a
賊賊	12.93	9.89	n
附圖	13.05	9.59	n
鞋盒	12.73	10.38	n
冷顫	11.21	13.52	n
搶聽	12.92	9.91	u
女神龍	12.19	12.14	n
法塔組織	12.92	10.89	n
蚵殼	10.80	14.21	n
凘	0.73	0.00	@
勞累	12.76	10.30	a
下死	13.23	9.12	a
無子	13.19	9.23	n
費爾茲獎	11.94	12.92	n
鈴鈴	13.19	9.23	d
韻律	12.44	11.06	n
芥藍菜	11.54	13.38	n
懘	0.72	0.00	@
榙	0.72	0.00	@
燘	0.71	0.00	@
禙	0.77	0.00	@
波沙達	12.87	10.65	n
奇諾	12.94	9.87	n
採樣	12.69	10.48	u
部會	13.32	8.88	n
龐然大物	12.46	11.89	n
臘	1.08	0.00	n
覙	0.69	0.00	@
搶到	13.12	9.42	u
汪玲	10.01	15.40	n
戴東原	11.95	12.62	n
碰傷	12.65	10.58	u
釘	1.16	0.00	u
浣慈	10.92	14.01	v
宏遠	11.05	13.79	a
小召	12.72	10.41	u
展示場	13.27	15.51	n
不錯	14.02	6.86	a
八十多	13.16	9.97	n
簡母	11.73	12.54	n
姹	0.93	0.00	@
儺	0.92	0.00	@
約同	13.10	9.46	v
綠帽	12.41	11.13	n
養出	11.25	13.44	u
純樸	12.47	10.98	a
國發院	11.83	12.86	n
阿興	12.83	10.14	n
陳銘堯	11.79	12.93	n
零八年	11.98	12.57	n
秹	0.70	0.00	@
聾啞	11.69	12.64	A
張牙舞爪	12.50	11.80	v
焺	0.70	0.00	@
交易額	13.12	10.06	n
夏蘭荇德	11.10	14.38	n
對講機	13.28	9.66	n
披銀	11.78	12.46	n
槹	0.70	0.00	@
張雅玲	11.98	12.56	n
愺	0.85	0.00	@
家醫科	11.34	13.74	n
人畜	12.46	11.02	n
菲戈	12.26	11.46	n
雲台	11.64	12.72	n
駹	0.72	0.00	@
護花使者	12.05	12.72	n
鄺	1.00	0.00	n
查榜	10.28	15.02	n
榮景	11.27	13.40	n
紳寶	11.79	12.44	n
觹	0.70	0.00	@
革命隊	12.72	11.00	n
脺	0.85	0.00	@
菲斯灰熊	11.79	13.21	n
徐耀彬	12.07	12.39	n
崗位	13.60	12.97	n
斯國	13.16	14.91	n
莏	0.70	0.00	@
诎	0.89	0.00	@
噴泉	12.69	10.47	n
投錢	12.94	9.86	n
力學	13.12	9.42	n
張容軒	11.99	12.55	n
達悟族	11.76	12.97	n
鯎	0.90	0.00	@
劑型	12.51	10.90	n
可苦可樂	11.89	13.03	n
毎	0.94	0.00	@
趨前	12.78	10.25	v
篎	0.70	0.00	@
纖兒	12.08	11.84	n
玏	0.73	0.00	@
斯堪地那維亞	11.00	14.81	n
楊德昌	11.45	13.54	n
話說	13.50	8.39	d
調昇	12.90	9.98	u
一首首	14.00	7.70	m
悲愴	11.99	12.02	a
芮肅	11.80	12.42	n
蕭洹	11.82	12.38	n
打斷	12.98	9.78	u
澀水	12.16	11.68	n
嫁入	12.85	10.09	v
寎	0.85	0.00	@
厏	0.69	0.00	@
叫來叫去	13.60	9.21	v
潤飾	11.43	13.12	u
阘	0.74	0.00	@
鹙	0.74	0.00	@
絕技	12.83	10.15	n
抽光	12.77	10.28	u
誤入歧途	11.97	12.87	a
賴佩真	12.01	12.49	n
蘘	0.77	0.00	@
獻藝	12.08	11.84	v
瘘	0.95	0.00	@
繙	1.21	0.00	@
副機長	11.01	14.28	n
昘	0.72	0.00	@
湙	0.70	0.00	@
趙豐邦	11.82	12.87	n
打文	13.16	14.89	n
幙	0.78	0.00	@
畢爾包	11.06	14.20	n
百分之三點五	13.64	9.57	m
延程型	12.02	12.49	n
休閒	14.13	6.52	v
貸款案	12.81	10.79	n
協理	11.53	12.93	n
奧林匹亞	12.18	12.46	n
歐多涅茲	11.59	13.56	n
節能燈	12.26	12.01	n
陰柔	11.35	13.26	a
撤僑	11.30	13.36	v
曼茹	11.46	13.06	n
科學家	13.82	8.22	n
高雄店	11.00	14.30	n
李明憲	10.81	14.60	n
平均風	11.66	13.18	n
一塵不染	12.47	11.87	a
桌球隊	12.00	12.53	n
頭骨	12.19	11.61	n
歸因於	13.22	9.81	v
百分之十六點九	12.82	11.65	m
竹林路	12.09	12.35	n
跑進	13.06	9.56	v
熱誠	12.53	10.86	n
寺宇	11.70	12.61	n
悶氣	12.11	11.77	n
做多	13.37	8.75	v
賞螢	10.71	14.36	n
灰階	12.26	11.46	A
似是	13.13	9.38	v
春錦	12.63	10.61	n
揪算	11.70	12.62	u
凱特布蘭琪	11.65	13.64	n
新機	13.27	9.03	n
阈	0.89	0.00	@
靈氣	12.63	10.63	n
鹉	0.82	0.00	@
貢丸	11.41	13.16	n
鋒頭	12.73	10.38	n
堤頂	11.79	12.43	n
實務班	12.80	10.82	n
拍拍拍拍	13.68	9.02	u
劍術	12.16	11.68	n
蕩漾	12.82	10.15	a
豋場	11.24	13.46	n
蹉	0.88	0.00	@
蘈	0.73	0.00	@
天方夜譚	12.13	12.55	n
張秀鳳	11.92	12.67	n
刷完	12.33	11.30	u
繉	0.71	0.00	@
相見恨晚	12.28	12.26	a
大正妹	11.59	13.29	n
瘈	0.73	0.00	@
哭鬼	12.43	11.08	n
林子翔	11.92	12.67	n
瘋掉	12.58	10.75	u
許朝琪	12.07	12.38	n
湉	0.83	0.00	@
昈	0.71	0.00	@
綜合險	12.78	10.87	n
雲西市	12.06	12.41	n
斯班	10.98	13.92	n
幉	0.71	0.00	@
總人口	13.22	9.82	n
阻斷劑	12.42	11.65	n
杜林	11.12	13.68	n
內政部長	12.05	12.71	n
琦玉	12.23	11.52	n
修伊特	12.45	11.61	n
米豆	10.94	13.99	n
質變	12.29	11.39	a
雙城隊	11.70	13.09	n
馬丁尼茲	11.71	13.34	n
直腸	12.60	10.68	n
貢糖	10.69	14.39	n
野溪	11.80	12.41	n
膠原病	12.74	10.96	n
周筱涵	12.06	12.41	n
庫頁島	13.03	16.44	n
兺	0.69	0.00	@
憐香惜玉	11.72	13.32	v
榹	0.69	0.00	@
檢核	12.59	10.72	u
鄭博暉	12.02	12.49	n
按兵不動	12.33	12.17	v
單打獨鬥	11.93	12.94	v
慺	0.75	0.00	@
一九一八年	11.32	14.19	n
阿沁	11.89	12.23	n
精算師	11.97	12.58	n
亞維農	12.79	10.86	n
實習	13.52	8.35	v
尚磊	11.25	13.45	n
地久天長	13.26	10.09	n
一萬五千多	11.88	13.22	n
舞社	12.92	9.91	n
鍏	0.92	0.00	@
驅逐	12.64	10.59	u
鬎	0.69	0.00	@
覹	0.71	0.00	@
遺留下	12.52	11.45	v
炒麵	11.90	12.21	n
荏	0.90	0.00	@
農地	12.17	11.64	n
酺	0.77	0.00	@
馹	0.84	0.00	@
謎	1.20	0.00	n
海砂屋	12.01	12.50	n
吃遍	12.79	10.23	u
當事者	13.40	9.35	n
銅鈴	11.73	12.56	n
祕魯	12.75	10.33	n
尼雅佐夫	11.84	13.10	n
楊鎮全	11.99	12.53	n
韓片	11.35	13.27	n
百分之十點四	13.63	9.59	m
書庫	13.46	8.51	n
全碎	10.61	14.51	n
數完	13.09	9.48	u
鹽崎	11.22	13.49	n
嬎	0.70	0.00	@
王葆	10.39	14.85	n
面對	13.33	8.87	u
馬頭	11.43	13.12	n
齊魯巴	12.03	12.47	n
鉅資	12.77	10.29	n
大禹嶺	11.78	12.94	n
互鬥	11.99	12.04	v
獏	0.73	0.00	@
笎	0.71	0.00	@
戴姓	11.38	13.21	n
欎	0.79	0.00	@
美技組	12.77	10.89	n
黑幫	12.92	9.91	n
迎戰	12.66	10.54	u
氣根	12.85	10.09	n
女畫家	12.31	11.90	n
柚香	11.72	12.56	n
供氣	12.91	9.96	n
劫數	11.71	12.59	n
捷威	12.75	10.33	n
踙	0.69	0.00	@
虘	0.69	0.00	@
圖畫書	12.13	12.26	n
徐享崑	11.96	12.60	n
莊敬路	11.19	13.98	n
陘	0.84	0.00	@
鸙	0.69	0.00	@
晘	0.70	0.00	@
魚板	10.76	14.27	n
艾雅隆	12.06	12.40	n
歡渡	11.70	12.60	v
渙	0.95	0.00	@
拚出	12.98	9.78	u
三百六十萬	11.41	14.04	n
癘	0.85	0.00	@
縙	0.69	0.00	@
阿勒	12.97	9.79	n
結拜	11.94	12.12	v
死不了心	13.16	10.33	n
旗幟	13.05	9.59	n
死城	13.06	15.30	n
暴傳	11.62	12.77	v
山里站	12.01	12.50	n
遠遠	13.30	8.95	a
費利克斯	11.55	13.63	n
收費器	13.24	9.77	n
棄權票	11.69	13.11	n
帙	0.88	0.00	@
共賞	12.87	10.04	n
欣葉	10.35	14.90	n
隺	0.70	0.00	@
食米	12.88	10.02	n
鹹	1.17	0.00	a
武道館	12.14	12.23	n
拷貝	13.21	9.18	u
書套	13.08	9.53	n
任賢齊	11.97	12.59	n
神學士	11.92	12.69	n
蹹	0.71	0.00	@
連絡	13.62	8.06	u
阿布	13.07	15.28	n
蚺	0.84	0.00	@
繹	0.97	0.00	@
衝向	13.05	9.58	v
鼓勵	13.74	7.72	v
皺	1.15	0.00	v
左安安	10.60	14.92	n
暺	0.73	0.00	@
東部	13.23	14.61	n
湹	0.71	0.00	@
取走	13.07	9.53	u
工業	14.09	6.65	n
丟分	12.86	10.08	n
大動	13.26	9.04	v
幹	1.23	0.00	u
歐貝林	12.74	10.96	n
同人誌	12.10	12.33	n
嚺	0.69	0.00	@
亂鬥	12.56	10.79	u
乹	0.70	0.00	@
茂林鄉	12.11	12.31	n
髒話	12.43	11.07	n
動員	13.30	8.95	v
中正湖	11.94	12.64	n
若要	13.18	9.25	c
踉	0.85	0.00	@
開革	12.34	11.27	u
阿霞	12.45	11.02	n
虈	0.70	0.00	@
痛擊	11.90	12.21	u
發球權	11.43	13.58	n
喪心病狂	12.17	12.47	a
鸉	0.71	0.00	@
柯勒	10.45	14.76	n
為期	13.10	9.48	a
渉	0.81	0.00	@
菲琪兒	11.92	12.68	n
高飛	11.74	12.54	v
埔頂	11.70	12.61	n
晈	0.73	0.00	@
陳萓峰	12.05	12.43	n
陳靜	11.92	12.16	n
縉	0.92	0.00	@
癈	0.85	0.00	@
一百四十億	11.98	13.03	n
艾米里	11.68	13.13	n
飯飯	13.15	9.35	n
帉	0.72	0.00	@
隊旗	12.57	10.77	n
首領	12.68	10.51	n
人紅	13.26	9.04	n
噈	0.77	0.00	@
注射針	12.68	11.09	n
菲律賓人	13.08	10.50	n
險	1.19	0.00	a
鹩	0.81	0.00	@
涂醒哲	10.36	15.26	n
升等	13.13	9.39	a
三星蔥	11.28	13.83	n
大園鄉	11.48	13.49	n
蚪	0.87	0.00	@
芬利	12.71	10.43	n
波利斯	13.20	15.79	n
出價	13.35	8.80	u
周小川	12.12	12.29	n
井敏明	12.06	12.40	n
兵種	12.31	11.34	n
皪	0.74	0.00	@
繩	1.16	0.00	n
拋出	12.89	9.99	u
湩	0.73	0.00	@
秀賴	12.51	10.89	n
郵政	13.77	7.61	n
暪	0.79	0.00	@
回歸	13.47	8.48	v
列隊	12.11	11.78	d
建築科	13.31	15.35	n
醋壇	11.51	12.98	n
嚪	0.71	0.00	@
幩	0.71	0.00	@
作風	13.39	8.69	n
流進	13.06	9.56	v
茏	0.98	0.00	@
譎	0.88	0.00	@
冰塊	12.80	10.21	n
劉俊男	11.52	13.42	n
乩	0.89	0.00	@
錏	0.71	0.00	@
魎	0.89	0.00	u
活泉	12.32	11.32	n
國務機要費	11.87	13.25	n
悠遠	12.27	11.43	a
掏空案	11.82	12.87	n
少年隊	13.07	10.19	n
廣發	12.02	11.97	n
唸完	12.70	10.46	u
大潤	13.04	9.61	a
統御	10.97	13.93	u
醉雞	11.93	12.15	n
魚雷	12.11	11.78	n
聯合利華	11.23	14.17	n
帕洛阿爾託電	11.60	13.86	n
打錯	13.11	9.44	u
二館	13.13	15.02	n
戴安娜	12.25	12.03	n
空閨	10.92	14.01	n
載波	12.07	11.85	n
齊全	13.47	8.46	a
皮特	12.52	10.87	n
全會	13.18	9.25	n
喪人	12.50	10.93	n
吳尊	11.93	12.14	n
許瑋倫	11.68	13.13	n
孎	0.75	0.00	@
匏	0.87	0.00	@
白雲山	11.81	12.90	n
黙	0.90	0.00	@
砸死	12.57	10.77	u
挏	0.71	0.00	@
歎	1.19	0.00	v
軙	0.69	0.00	@
陳金火	11.99	12.54	n
頂部	13.17	14.85	n
陳賢義	12.03	12.47	n
筎	0.83	0.00	@
蚘	0.72	0.00	@
寶來	13.20	14.72	n
猏	0.69	0.00	@
任督	11.20	13.54	n
無遺	12.55	10.80	a
猴群	11.81	12.39	n
喚醒	12.91	9.96	u
寬慰	12.09	11.82	a
書單	13.14	9.37	n
練好	13.03	9.64	u
傾向	13.41	8.65	n
扣上	13.05	9.59	u
精簡	13.05	9.61	v
霍金	11.51	12.97	n
罩頂	12.15	11.69	n
穿過	13.14	9.37	v
等量齊觀	11.37	13.94	a
