# WORD	TF	IDF	ATTR
鬍渣	11.77	12.46	n
技藝團	11.98	12.56	n
柯納瑞	12.06	12.40	n
連射	11.49	13.00	u
香油錢	11.53	13.40	n
絕境	12.38	11.18	n
羹湯	11.65	12.70	n
拉札倫科	11.42	13.86	n
李應元	10.97	14.34	n
佳蓉	11.42	13.14	n
明誠	11.17	13.58	n
建準	13.00	9.72	n
挖開	12.85	10.09	u
掩面大哭	12.13	12.56	v
烤盤	11.88	12.26	n
麥道威	12.28	11.96	n
貝比	11.42	13.14	n
陳元車	11.94	12.64	n
雷家佳	12.00	12.52	n
文化組	11.40	13.63	n
突飛猛進	12.89	10.96	a
廣場	13.81	12.01	n
換書	13.09	9.50	n
話費	12.98	9.77	n
法國隊	11.49	13.48	n
脫髓鞘	11.31	13.79	n
大肚山	12.16	12.19	n
彌露	11.66	12.69	u
指責	13.14	9.35	u
命題	13.02	9.68	n
自慢	12.80	10.20	a
泛稱	11.08	13.74	v
嘟嚕	11.14	13.63	d
太虛	12.72	10.41	n
時薪	11.67	12.66	n
買起來	13.38	9.41	d
郭湘湘	12.07	12.39	n
洗溝	11.82	12.38	n
傷痛	12.89	9.99	n
屁眼會	12.13	12.27	n
扶輪	11.26	13.43	n
二十二萬	11.12	14.36	n
工安	13.08	15.24	n
煎煮	11.78	12.46	u
養殖	13.39	8.69	u
鳳凰酥	11.86	12.79	n
林管處	10.60	14.91	n
丘昌榮	11.73	13.04	n
北二高	13.38	15.04	n
陳龍飛	11.86	12.79	n
巡業	10.91	14.02	n
貿易量	13.27	9.67	n
載回	13.05	9.60	u
苗飛飛	11.97	12.58	n
謝蘇	11.18	13.56	n
古鐵	11.04	13.81	n
悶去	12.62	10.65	a
升任為	11.89	12.73	v
減價	13.01	9.69	a
足聯	12.98	9.78	n
金盆洗手	11.83	13.13	v
明義	11.47	13.04	n
年覆合	12.07	12.38	n
後婚	10.57	14.57	n
賈立怡	11.23	13.92	n
原子能署	11.51	13.69	n
派拉蒙	12.46	11.57	n
卡洛斯提	11.79	13.20	n
常駐	12.11	11.79	v
琴子	11.10	13.70	n
世足	12.90	9.97	n
菁英組	11.91	12.70	n
親友	13.00	9.71	n
部屬	12.40	11.16	n
特製	12.82	10.16	u
司空見慣	12.71	11.36	v
堅拒	11.59	12.82	u
卡蜜拉	12.09	12.34	n
相依為命	12.70	11.39	a
金陵人	10.76	14.68	n
鎮南	13.03	15.43	n
好哥們	12.47	11.56	n
留美	12.46	11.01	v
病雞	12.85	10.10	n
茶品	12.91	9.93	n
過關斬將	12.41	12.00	v
秋拍	11.20	13.53	n
挑高	12.93	9.89	n
對岸	12.45	11.04	n
李孝利	12.03	12.46	n
返國	12.81	10.18	v
鳳爪	11.20	13.53	n
管狀	10.73	14.32	n
愉快心	12.75	10.93	n
量適	12.66	10.54	a
鼓譟	11.91	12.20	a
回版	13.22	9.15	n
大大大	13.33	15.24	n
蔣宗裕	12.06	12.40	n
鈍器	10.74	14.31	n
惡少	11.44	13.11	n
王女	12.10	11.80	n
威比蘇諾	12.74	11.30	n
金峰鄉	10.92	14.43	n
桑坦德隊	11.73	13.30	n
五分之一	13.65	9.09	m
帶動	13.47	8.47	u
編劇	12.88	10.03	n
輕度	13.03	9.65	A
移動到	13.40	9.34	u
緞帶	11.90	12.21	n
喀麥隆	12.76	10.92	n
遁術	11.49	13.00	n
蓬鬆	12.24	11.50	a
容馨	11.53	12.94	n
措辭	12.17	11.66	n
狂牛症	11.97	12.58	n
增撥	12.49	10.94	v
便當店	11.91	12.71	n
克里特島	12.97	10.76	n
撒錢	12.31	11.34	n
靚湯	11.85	12.30	n
統稱為	12.36	11.79	v
互別苗頭	11.45	13.81	v
馬英九案	12.79	11.18	n
左側	12.56	10.79	n
蔡佩真	11.78	12.95	n
大庭廣眾	12.49	11.82	n
康乃狄克	11.78	13.23	n
麻醬	11.47	13.04	n
富於	12.40	11.16	v
芮吉威	12.07	12.38	n
責任	14.32	5.90	n
証照	13.06	9.58	n
紅純外觀	12.04	12.74	n
自殺日	13.07	10.18	n
德頓	13.03	15.45	n
林豐正	10.79	14.63	n
獸醫院	12.28	11.95	n
卅餘	11.38	13.22	n
好險	12.84	10.12	a
種籽	12.33	11.30	n
劉祐辰	10.81	14.60	n
細活	11.54	12.91	n
宇晰	10.93	13.99	n
張溫蒂	12.07	12.39	n
垂注	12.17	11.64	u
黑鋼	12.69	10.47	n
黑髮人	13.37	9.44	n
資質	13.38	8.72	n
三坑	12.76	10.31	n
僧者	12.46	11.01	n
男網	13.26	9.04	n
賽諾菲巴斯德	11.94	13.26	n
周助	11.39	13.19	n
錫箔	11.19	13.55	n
營業	13.70	7.81	v
拉去	13.19	9.23	u
日內瓦湖	11.62	13.52	n
俗氣	12.17	11.65	a
即告	12.76	10.32	d
謝鑫	11.26	13.43	n
志氣	12.30	11.37	n
廖港民	11.87	12.77	n
吉昂比	11.79	12.93	n
圖斯諾夫	10.44	15.36	n
登錄	14.49	5.34	u
速手	12.97	9.81	n
躺下來	12.81	10.79	v
農林部	10.35	15.29	n
地層	12.37	11.22	n
榴彈	11.40	13.17	n
紅人	12.73	10.39	n
閱聽人	12.23	12.07	n
德國籍	12.13	12.27	n
史坎普	12.05	12.43	n
員警	13.11	9.44	n
七百七十九萬	12.34	12.50	n
熙來攘往	11.65	13.46	v
臨空	10.19	15.14	a
歐小	13.15	14.95	n
十四年	13.32	9.55	n
嘿嘿嘿	11.98	12.56	d
副首相	12.13	12.26	n
查德湖	11.94	12.64	n
呂國臣	11.99	12.55	n
哈薩尼	11.91	12.69	n
付諸	12.65	10.57	v
米雅托維奇	10.55	15.35	n
董荷斌	10.51	15.05	n
長春	13.61	12.94	n
連月	10.94	13.97	n
歐風	13.03	9.64	n
者號	13.32	14.21	n
壘包	12.17	11.65	n
弱酸性	11.88	12.76	n
北埔鄉	11.90	12.73	n
學生會	13.21	9.83	n
百分之三點三	13.68	9.47	m
奔馳	13.23	9.13	v
訓練成	13.27	9.69	v
台南縣市	12.72	11.33	n
揮灑	12.56	10.78	u
李坤	11.12	13.67	n
耳內	12.92	9.91	n
許智傑	11.98	12.57	n
替代役	11.76	12.98	n
器質性	10.95	14.38	n
塞爾提克	11.44	13.82	n
孫翠鳳	11.27	13.86	n
福袋	12.61	10.66	n
油門	12.53	10.85	n
野手	11.83	12.36	n
驅離	12.61	10.67	u
驚慌	12.78	10.27	a
忙到	13.13	9.38	v
來訪	13.21	9.18	v
身染	12.53	10.86	n
連桿	11.60	12.79	n
飛航	12.86	10.08	v
東清	10.96	13.95	n
加國	13.19	14.78	n
馬槍	10.33	14.94	n
人類乳	12.29	11.94	n
觀想	13.07	9.55	v
高欄	10.02	15.39	n
黃仕傑	12.02	12.49	n
航管員	12.14	12.24	n
內行人	12.35	11.82	n
記申誡	11.43	13.58	n
毆打	12.76	10.32	u
活魚	11.48	13.02	n
推助	12.93	9.89	n
鬆開	12.99	9.73	v
不堪設想	12.08	12.65	a
依個人	13.32	9.55	n
訴訟案	12.88	10.64	n
池端	10.92	14.01	n
屑屑	12.78	10.27	n
行情價	13.26	9.71	n
眷顧	12.38	11.20	v
劉嘉玲	11.84	12.84	n
衝突區	12.93	10.52	n
署長	12.03	11.95	n
起健	12.97	9.80	n
飛狐	12.39	11.16	n
性知識	13.45	9.22	n
卓伯源	10.65	14.85	n
旅法	12.90	9.96	n
跳上跳下	12.00	12.81	v
仿傚	11.49	13.00	u
職工	13.63	8.03	n
退俸	11.18	13.58	n
醫護	12.74	10.36	A
印出	11.44	13.11	u
和平鄉	11.38	13.66	n
客家票	11.90	12.72	n
交換器	13.16	9.96	n
槓桿	12.68	10.50	n
通知到	11.81	12.90	u
傳完	13.04	9.62	u
查維玆	11.93	12.67	n
舊址	12.46	11.01	n
阿力	13.09	15.18	n
風騷	13.07	9.55	a
森巴	12.78	10.27	n
小福	11.94	12.13	n
愛羅	11.47	13.05	n
低桿	12.60	10.68	n
電燈泡	12.10	12.32	n
呆頭鵝	11.61	13.27	n
溫溫	11.20	13.53	a
透徹度	11.93	12.66	n
黃運傑	12.07	12.38	n
限行	13.01	9.70	n
邊疆	12.56	10.79	n
百分之一點九	13.32	10.37	m
充份	11.58	12.83	a
張敬	11.40	13.18	n
加工業	13.34	9.51	n
人生卡	13.25	9.73	n
炸藥	12.55	10.80	n
釘鞋	10.95	13.96	n
存活下來	12.15	12.52	a
第五	13.36	8.79	n
闡揚	11.03	13.82	u
鮑洛哲迪	11.58	13.58	n
百時	13.23	9.13	n
主權	12.88	10.01	n
同儕	11.68	12.65	n
米勒班	11.98	12.55	n
財經	14.04	6.79	n
民運	11.95	12.11	n
大夢	13.21	9.19	n
不在少數	12.78	11.21	a
謝系	10.69	14.38	n
鐘面	10.97	13.93	n
磨難	12.60	10.69	n
五十二億	11.61	13.52	n
頑童	12.39	11.18	n
馬首是瞻	11.89	13.02	v
談話性	10.93	14.42	n
服裝店	13.26	15.55	n
回購額	12.71	11.04	n
同心協力	12.05	12.71	a
二○○四年	13.82	8.90	n
藝術區	13.43	14.83	n
血淚	12.47	11.00	n
龕門	11.24	13.46	n
看進去	13.18	9.92	u
詢問處	13.24	15.60	n
珍妮佛羅培茲	11.71	13.66	n
槍支	12.36	11.23	n
趕人	13.10	9.48	n
麵糰	11.99	12.02	n
藍心湄	11.66	13.17	n
投完	12.76	10.32	u
撲進	12.69	10.49	u
何勝雄	12.05	12.43	n
傾銷	12.20	11.58	u
鎖鏈	12.01	11.98	n
路西法	11.46	13.53	n
瓜達拉哈拉隊	10.82	15.08	n
導覽	13.07	9.55	u
羅曼史	11.89	12.74	n
測量	13.47	8.48	u
比賽用球	13.15	10.35	n
針織	13.06	9.56	A
長紅	13.20	9.20	a
間歇	12.59	10.72	A
絕食	12.20	11.59	v
船渠	11.26	13.43	n
凱提歐	12.47	11.55	n
曾根	10.41	14.82	n
來時路	13.51	9.07	n
盧博基	11.87	12.77	n
魚鷹	11.30	13.36	n
劉得倉攝	11.58	13.58	n
國畫	12.86	10.07	n
佳釀	11.77	12.48	n
過癮	12.92	9.92	a
世籃賽	12.08	12.37	n
神祕感	13.03	10.29	n
脫軌	11.73	12.54	v
醫改會	12.84	10.73	n
克勞契	11.78	12.94	n
膨鬆劑	11.54	13.38	n
陳健偉	11.66	13.18	n
簡明富	11.86	12.79	n
楊謹華	11.23	13.92	n
遷移至	12.35	11.82	v
大放光明	12.61	11.57	a
剛硬	12.80	10.21	a
蔡辰洋	11.95	12.63	n
馬會	11.37	13.23	n
梅蘭芳	11.90	12.72	n
吳梅華	12.06	12.41	n
羿哥哥	12.01	12.50	n
黃氏	11.23	13.49	n
捧回	12.59	10.72	u
死裡逃生	12.19	12.44	v
謝娜	11.70	12.60	n
殺殺	13.21	9.17	u
求醫	12.91	9.96	v
存託憑證	11.69	13.38	n
不歡而散	12.29	12.25	a
記牢	11.88	12.26	v
關係法	11.39	13.65	n
朴智星	11.84	12.83	n
窩家	12.85	10.09	n
醣質	12.72	10.40	n
賭桌	11.63	12.73	n
高飛球	10.32	15.32	n
門生	11.97	12.06	n
內因	12.24	11.49	n
數兆	12.55	10.80	n
專心一意	11.30	14.06	a
會要	13.49	8.41	n
無往不利	11.91	12.98	a
虛無縹緲	12.31	12.20	a
酒客	11.61	12.78	n
流浪記	12.20	12.11	n
前鎮	13.09	15.19	n
好惡	12.22	11.54	n
兒童版	13.34	9.50	n
異業	12.85	10.10	n
腦癌	12.75	10.35	n
榮幸	12.78	10.27	a
待會兒	13.07	10.19	d
提名權	12.36	11.79	n
寇洛琳	12.06	12.40	n
模組化	13.09	10.14	v
轟掉	11.85	12.31	u
點圈	13.11	9.44	n
糊塗	13.11	9.45	a
想完	13.17	9.29	u
方陣	11.14	13.64	n
像樣	12.45	11.03	a
李察吉爾	11.91	12.98	n
染髮	12.81	10.19	v
關場	11.44	13.09	n
性奴隸	12.33	11.84	n
鑲邊	11.79	12.44	v
林允	11.52	12.95	n
意會	13.14	9.36	v
收人	13.26	9.04	n
展示區	13.36	15.12	n
平盤	11.15	13.62	n
庫帕亞洛	12.10	12.61	n
無聲無息	12.22	12.39	a
辛吉絲	11.34	13.73	n
善舉	11.92	12.17	n
新板	13.26	9.04	n
女藥頭	13.08	10.15	n
二百四十萬	12.16	12.69	n
冬蟲夏草	12.67	11.44	n
吉美	11.37	13.23	n
鄭傑文	11.97	12.58	n
主將	12.27	11.43	n
格位	13.10	9.46	n
包成	11.12	13.67	v
特別費	13.36	9.47	n
高到	12.75	10.35	a
龍澗	10.81	14.19	n
賽馬場	11.31	13.80	n
琪琪	13.02	15.49	n
檢察	13.07	9.54	A
照射到	12.56	11.36	u
拉拉山	11.96	12.61	n
讀我	13.22	9.14	n
賓州	12.27	11.43	n
犯嫌	11.78	12.45	n
新榮	13.09	15.19	n
偷取	12.74	10.37	u
喫茶	12.58	10.74	v
三商美邦	11.36	13.96	n
俗俗	12.89	10.00	a
泗溝	11.30	13.36	n
阿龍	13.08	15.24	n
等閒視之	11.81	13.17	v
唇間	12.43	11.08	n
龍崎	11.02	13.85	n
林強	11.29	13.38	n
曹興誠	11.14	14.07	n
退學	12.59	10.72	v
帶離	13.16	9.32	u
壁櫥	11.71	12.58	n
性學所	13.46	9.19	n
貍貓	11.59	12.82	n
高性價	12.80	10.81	n
動完	13.06	9.56	u
出陣	12.07	11.86	v
菩薩行	12.12	12.28	n
白道	11.73	12.55	n
敲進	12.66	10.55	u
咬碎	11.77	12.48	u
機頂盒	12.69	11.08	n
對策	13.39	8.70	n
備用	13.01	9.70	a
勿枉勿縱	11.54	13.64	a
進口量	13.16	9.96	n
清境農場	12.03	12.76	n
停會	13.17	9.29	a
團團	12.75	10.34	d
布雷爾	11.94	12.63	n
以和為貴	13.47	9.56	a
擁護	12.91	9.95	u
宋伯	11.41	13.15	n
常務	13.34	8.83	A
艾美獎	11.68	13.13	n
貧民窟	12.08	12.37	n
散熱器	13.15	9.99	n
淑淑	12.92	9.93	n
違法	13.79	7.57	v
傲笑	12.22	11.54	a
濫權	11.95	12.10	a
產生	14.04	6.80	v
張欣民	11.93	12.65	n
肉絲	12.79	10.25	n
口交	13.05	9.58	n
布氏	12.67	10.52	n
三二○	12.03	12.46	n
競價	13.58	8.18	v
蒼勁	11.89	12.23	a
一命嗚呼	12.09	12.65	a
機載	13.05	9.58	n
醜惡	12.50	10.93	a
繫有	13.22	9.15	u
惡魔	13.18	9.25	n
制度面	13.34	9.50	n
王茂松	12.01	12.51	n
兒童日	13.39	9.39	n
獨角仙	11.87	12.78	n
阿碇	11.15	13.62	n
收訊	13.02	9.66	n
納爾遜	11.60	13.27	n
枕頭	12.88	10.03	n
絲毫	13.26	9.05	m
龜龜	12.94	9.88	n
五福路	11.77	12.97	n
放光芒	12.18	12.16	v
曲道賽	12.01	12.50	n
聶魯達	11.07	14.18	n
藍衣	11.20	13.54	n
馳維	12.55	10.80	n
沖澡	11.66	12.69	n
競選	12.80	10.20	u
山繆傑克森	11.51	13.87	n
布蘭克	13.16	15.95	n
市井小民	11.81	13.16	n
喬治麥可	11.93	12.94	n
膽道	12.60	10.69	n
雷蒙德電	12.10	12.61	n
售票處	12.07	12.39	n
服務網	13.76	8.39	n
國語文	11.60	13.28	n
審慎	12.48	10.96	a
源源不絕	12.19	12.44	a
否決權	11.95	12.62	n
翻掉	12.88	10.03	v
頭像	13.59	8.13	n
世界觀	13.02	10.29	n
倖存	12.62	10.64	a
腦細胞	12.97	10.42	n
陳暉	10.89	14.07	n
麗瑩	12.38	11.20	n
防風林	11.29	13.83	n
舒豪	11.65	12.70	n
談完	11.11	13.68	u
皇兄	11.63	12.74	n
六十五年	12.11	12.60	n
崙豐村	11.56	13.35	n
關皚麗	12.03	12.46	n
情份	12.99	9.75	n
浮沈	12.26	11.46	a
強化	13.68	7.87	v
忠於	12.65	10.57	v
奇蹟	13.57	8.18	n
小茂	12.77	10.30	n
引誘	12.75	10.35	u
謝志偉	11.62	13.24	n
護蟹	11.62	12.76	n
林恭儀	12.04	12.45	n
歸案	12.19	11.61	a
准許	12.50	10.93	v
潛勢	11.84	12.32	n
青年節	13.24	9.76	n
生命靈數	12.36	12.09	n
疏文	12.33	11.30	n
趙家寶	12.02	12.48	n
冬季節	12.59	11.29	n
創記錄	13.11	10.08	n
邱勝琦	12.07	12.39	n
陶瑞斯	10.31	15.33	n
董姓青年	11.60	13.55	n
低腰褲	12.34	11.84	n
民主黨	13.18	15.85	n
獅子女	12.37	11.78	n
靜雲	12.94	9.86	n
安可曲	10.92	14.43	n
歐拉朱萬	12.39	12.04	n
夾斷	12.71	10.42	u
教學相長	12.22	12.38	a
武澈	11.81	12.38	n
窗櫺	11.81	12.39	n
大溪鎮	12.80	10.83	n
屁妞	11.36	13.24	n
銀行法	13.32	9.56	n
澤田綱吉	12.01	12.80	n
八十二點五	11.83	13.31	n
壘球場	11.67	13.16	n
百分之三十二	12.23	12.71	m
記憶卡	13.22	9.82	n
看扁	12.77	10.29	v
打擊率	12.85	10.71	n
一千四百零八	12.37	12.44	n
他鄉	12.96	9.82	n
迷亂	12.75	10.34	a
遜於	12.78	10.27	v
波利斯市	12.81	11.13	n
趕緊	13.43	8.58	d
衝力	12.95	9.84	n
札實	11.47	13.05	n
繳不出來	12.24	12.34	v
續杯	12.53	10.85	v
到眼	13.18	9.26	n
改款	13.00	9.72	n
蘋果迷	12.46	11.57	n
羅傑斯	12.04	12.44	n
敞篷車	12.18	12.16	n
政達	12.95	9.84	n
巧雯	11.69	12.62	n
舞道館	12.36	11.78	n
隱隱作痛	11.93	12.95	a
東鄉	11.99	12.02	n
一網打盡	13.32	9.94	v
張紹萱	12.07	12.38	n
隊友	13.07	9.55	n
靜修	12.75	10.33	v
飽飽	12.95	9.85	a
看出來	13.51	9.06	v
夜探	12.59	10.72	n
孟飛	10.90	14.04	n
一時間	13.85	8.13	d
板南線	13.02	10.31	n
畢生	12.53	10.85	n
要點	13.38	8.72	n
髖部	11.53	12.93	n
潤泰	12.59	10.72	n
克拉茲	11.66	13.16	n
黨工	11.65	12.71	n
牛腱	10.67	14.42	n
布袋港	11.71	13.07	n
招領	13.07	9.54	u
丹大	13.10	15.15	n
集會堂	11.57	13.33	n
青出於藍	12.32	12.17	a
競爭心	13.20	9.85	n
技職	12.59	10.70	n
反洗錢	11.91	12.70	n
贓車	11.48	13.02	n
麥爾斯	13.15	16.00	n
陳世杰	11.74	13.03	n
貝德利	11.92	12.68	n
砂勞越	11.51	13.44	n
吳邦國	11.54	13.38	n
牽手	12.95	9.84	n
停頓下來	12.16	12.50	v
七億	11.39	13.18	n
查閱	13.42	8.61	u
脫鞋	12.41	11.13	v
葉歆	11.60	12.81	n
烏元彥	12.04	12.44	n
市圖	13.22	9.15	n
周遊	12.48	10.97	v
序號證	13.19	9.90	n
阿魯	13.02	15.48	n
陪偶	11.96	12.08	n
青壯	12.16	11.67	a
訓練	13.73	7.73	n
起意	11.58	12.84	v
奪眶而出	12.01	12.80	a
砂忍	11.51	12.97	n
軟掉	12.83	10.13	u
無淚	12.98	9.77	a
涉險	11.72	12.57	v
襯衫	13.12	9.40	n
壞壞	13.17	9.30	a
關繫部	12.00	12.53	n
車追人	11.96	12.59	n
擔當	13.38	8.72	u
閒談	12.52	10.87	v
麻將	13.07	9.54	n
自決	11.81	12.38	v
彭清仁	11.97	12.58	n
挑戰組	13.29	15.40	n
十四億	11.39	13.65	n
己經	12.69	10.48	d
黑貓宅	11.87	12.78	n
爬上爬下	13.31	9.95	v
老虎城	12.17	12.18	n
釣魚台	11.65	13.19	n
龜梨	11.57	12.86	n
疏散門	11.85	12.81	n
疾病險	12.04	12.44	n
崩塌處	11.75	13.00	n
油燈	12.09	11.83	n
清境	12.75	10.33	n
主動脈	12.35	11.82	n
人勒	13.10	15.16	n
群組	13.18	9.25	n
探頭探腦	11.93	12.95	v
夾道	11.89	12.22	d
開導	12.30	11.37	u
預備隊	12.07	12.39	n
純一郎	12.00	12.53	n
奧林比亞	13.13	16.65	n
消防車	12.92	10.54	n
詩社	12.94	9.86	n
自欺	11.91	12.19	a
拔樁	11.48	13.03	n
相鄰	12.43	11.07	a
偏轉	11.86	12.30	v
敗部	12.74	10.35	n
財務部	13.24	15.62	n
遲交	12.56	10.79	n
東南亞	13.49	14.58	n
飛黃騰達	12.28	12.26	a
驚呼聲	11.94	12.64	n
金馬	12.62	10.65	n
伊戈頓	12.06	12.41	n
爾康	13.02	15.47	n
打滿	13.11	9.44	u
轉換到	13.38	9.40	u
喚起	12.72	10.42	u
一九七五年	11.60	13.72	n
極速	13.00	9.71	n
東想西想	13.39	9.75	v
一號橋	13.34	9.51	n
柔化	12.47	11.00	v
繞圈	12.59	10.72	n
麥克倫堡	11.87	13.05	n
水傷	10.21	15.12	n
國有權	10.53	15.03	n
五號船渠	12.05	12.71	n
傾力	12.62	10.65	d
開航	11.71	12.58	v
兩難	12.60	10.70	a
生為	13.28	9.00	v
丹麥	13.16	14.88	n
散彈	11.94	12.13	n
總編	13.13	9.40	n
換匯	12.73	10.39	u
孫越	10.72	14.34	n
候用	12.73	10.38	A
民權東路	11.74	13.30	n
省長	13.23	9.13	n
專科	13.43	13.75	n
幾近於	13.40	9.35	v
鰻魚	11.83	12.35	n
大發利市	11.03	14.50	a
馬陸	11.38	13.21	n
彌足珍貴	12.02	12.78	a
纂改	11.27	13.42	u
詫異	12.76	10.32	v
干知	11.67	12.66	n
熊隊	11.15	13.62	n
簽賭	11.59	12.81	v
證實為	13.27	9.68	v
達成	13.48	8.44	u
索爾海姆	12.26	12.30	n
吊燈	12.56	10.79	n
學門	13.12	9.40	n
慢點	13.00	9.72	n
債台高築	11.89	13.02	a
蔓妮	11.21	13.52	n
陳茗	11.64	12.72	n
飄然	12.33	11.30	d
細胞癌	13.04	10.26	n
備件	13.13	9.38	n
邁阿密海灘	11.66	13.62	n
燕窩	12.42	11.09	n
炮製	12.48	10.96	u
楊咩	10.71	14.35	n
圖譜	12.85	10.10	n
對家	13.34	8.83	n
四萬三千	10.76	14.90	n
班史提勒	11.97	12.86	n
東施	10.95	13.97	n
全額交割股	11.73	13.50	n
獨立性	13.37	9.44	n
躲貓貓	12.08	12.36	n
翁乾晃	12.04	12.44	n
激發	13.34	8.85	u
扳回一城	12.06	12.70	v
船隊	11.03	13.82	n
看看看看	14.08	7.91	u
廣域	11.50	12.99	A
歷年來	12.73	10.98	d
揮揮	12.95	9.85	u
鍾欣怡	10.92	14.43	n
陰涼處	11.84	12.84	n
隨風飄	11.50	13.46	a
機械心	13.13	10.03	n
內政	12.74	10.37	n
紫斑蝶	10.99	14.32	n
金幣	13.57	8.21	n
可兒	13.16	14.88	n
順順利利	12.18	12.46	a
費洛蒙	11.22	13.94	n
盧得寶	12.07	12.38	n
六十五萬	10.96	14.60	n
妝容	12.63	10.62	n
當天	13.48	8.44	n
蛛絲馬跡	12.68	11.42	n
雪紡	12.23	11.53	n
捕鳥	11.92	12.17	n
世間	13.27	14.42	n
克萊恩	12.05	12.43	n
一萬六千多	11.51	13.87	n
張柏芝	11.85	12.81	n
航電	12.85	10.10	n
怪罪到	11.88	12.76	u
器捐	11.81	12.39	n
好聚	13.09	9.48	v
暫停	13.35	8.81	v
石屋製果	10.81	14.82	n
範疇	13.04	9.61	n
村長	11.95	12.11	n
教務	12.97	9.81	n
上鎖	13.04	9.63	v
李強生	11.98	12.57	n
卡德納斯	13.25	16.17	n
亂傳	12.94	9.87	n
白熾	12.21	11.57	n
轟出	12.55	10.81	u
門口	13.51	13.39	n
葉美君	11.97	12.58	n
快遞	13.60	8.10	n
收驚	12.94	9.86	v
舊居	12.16	11.67	n
舊稱	11.62	12.77	v
這下子	12.00	12.53	n
收銀員	12.86	10.67	n
禁足	11.08	13.74	v
習字本	11.94	12.64	n
三百零四	11.23	14.17	n
古柯葉	11.57	13.33	n
派龍	12.98	9.78	n
票卡	13.01	9.68	n
地瓜球	11.47	13.52	n
兩百三十	12.03	12.75	n
結膜	12.27	11.44	n
負擔不起	13.15	10.36	v
賬目	12.25	11.48	n
來由	13.33	8.87	n
拱手讓人	12.12	12.58	v
丟掉	12.76	10.32	u
母帶	13.00	9.73	n
訪友	11.00	13.88	v
請領	13.04	9.62	u
熱風	12.49	10.94	n
挹助	10.81	14.19	n
信昌	11.20	13.54	n
獵殺	12.03	11.95	u
迷團	12.80	10.22	n
白鼻	10.12	15.24	n
異狀	12.71	10.44	n
領用	13.04	9.61	A
駐點	12.89	10.01	n
麒麟丘	11.44	13.56	n
職網	13.12	9.41	n
超徵	12.96	9.81	n
技術處	13.45	14.74	n
楊女	10.70	14.37	n
牡丹鄉	12.00	12.52	n
張弘毅	10.81	14.60	n
漏出	11.91	12.20	u
職訓	12.47	11.00	n
纜線	12.29	11.40	n
管絃樂	10.62	14.89	n
梅門	11.39	13.19	n
散打搏擊	11.62	13.50	u
聯乙醯	10.63	14.88	a
輕薄	12.93	9.90	a
兩千五百多	12.06	12.90	n
定讞	11.00	13.87	v
不敵	12.04	11.93	v
馮少敏	12.05	12.42	n
屍骨	12.20	11.58	n
自食惡果	11.66	13.44	v
論理	12.48	10.96	n
關上	12.81	10.18	u
耍酣	11.01	13.86	u
婦人	12.70	10.47	n
備妥	12.27	11.44	u
愛家	11.69	12.63	n
布蘭登堡門	11.97	13.05	n
石滬	10.52	14.66	n
錄取率	12.44	11.62	n
陸續	13.36	8.77	d
苦茶渣	11.61	13.26	n
諱言	12.20	11.59	v
林爽文	11.55	13.36	n
拖時間	13.16	9.96	v
小瑋	12.65	10.57	n
為伴	12.99	9.74	v
零點八	11.98	12.56	n
艾瑞里	11.79	12.93	n
警告聲	12.41	11.68	n
定下來	13.24	9.75	v
梁世煌	11.98	12.56	n
潰散	11.55	12.90	a
曾瑋眩	12.07	12.39	n
人體	13.67	7.91	n
品嚐會	12.37	11.76	n
左輪手槍	11.52	13.68	n
開賽	12.75	10.33	a
使用戶	13.41	9.33	n
威風凜凜	11.80	13.19	a
索拉納	11.22	13.94	n
鐵拐	11.69	12.63	n
發稿	12.71	10.43	v
兮兮	12.80	10.22	y
知世	11.87	12.27	n
路轉	11.20	13.54	n
練唱	12.37	11.21	u
蔡彥哲	12.07	12.39	n
間歇性	12.35	11.82	n
事業心	13.30	9.61	n
機殼	12.86	10.06	n
宜蘭線	12.14	12.25	n
成為	14.26	6.11	v
碧藍	11.98	12.06	A
讚嘆	11.76	12.50	v
存貨量	12.04	12.45	n
台聯	11.50	12.98	n
四又三分之一	13.79	9.19	m
加粗	12.88	10.01	v
職棒史	11.82	12.88	n
小賢	12.96	9.82	n
點頭之交	12.26	12.30	n
獻供	12.38	11.19	v
英國隊	13.09	10.12	n
儲值卡	11.63	13.22	n
探員	12.71	10.43	n
二線	13.23	9.12	n
會議室	13.35	15.15	n
黃嘉千	11.16	14.04	n
甄選	11.83	12.35	u
屹立不搖	11.92	12.97	a
一九二五年	11.44	14.00	n
續留	12.78	10.27	u
驚異	12.72	10.41	a
搜索隊	13.28	9.67	n
小詹	12.67	10.53	n
螢光燈	11.99	12.55	n
海灣	12.86	10.06	n
借道	12.87	10.04	v
發自	13.26	9.04	v
陳秀宜	11.99	12.54	n
越戰	11.55	12.89	n
涵妞	11.36	13.26	n
三圍	12.48	10.96	n
探討	13.66	7.95	v
踢走	12.67	10.53	u
潛水客	12.13	12.26	n
埋屍	11.66	12.68	u
封層	10.72	14.33	n
商業區	12.11	12.31	n
凝露	12.15	11.70	u
米滷蛋	11.51	13.43	n
衛生局長	12.11	12.60	n
究理	12.49	10.94	n
繳完	12.00	12.02	u
獄警	11.81	12.40	n
波堤	11.76	12.49	n
下放到	12.25	12.02	u
獨門	12.64	10.60	A
運研所	12.71	11.02	n
得寸進尺	12.31	12.21	a
